Date;Hour;A/A [kWh];Alumbrado [kWh];General [kWh];Punto Caliente [kWh];Refrigeracion [kWh]
05/08/2017;12:30;0.00;2.89;10.37;0.20;4.81
05/08/2017;12:45;0.00;2.70;9.76;0.10;4.28
05/08/2017;13:00;0.00;3.00;9.00;0.10;3.50
05/08/2017;13:15;0.00;2.91;9.37;0.10;3.81
05/08/2017;13:30;0.00;3.00;10.50;0.20;5.00
05/08/2017;13:45;0.00;2.89;10.13;0.10;4.41
05/08/2017;14:00;0.00;2.91;9.00;0.10;3.59
05/08/2017;14:15;0.00;2.79;9.12;0.10;3.50
05/08/2017;14:30;0.00;2.91;9.88;0.20;4.41
05/08/2017;14:45;0.00;2.89;10.62;0.20;5.00
05/08/2017;15:00;0.00;2.91;10.38;0.10;4.78
05/08/2017;15:15;0.00;3.00;10.24;0.00;4.72
05/08/2017;15:30;0.00;2.79;10.38;0.20;5.09
05/08/2017;15:45;0.00;2.91;9.88;0.10;4.41
05/08/2017;16:00;0.00;2.89;9.00;0.10;3.78
05/08/2017;16:15;0.00;2.91;9.50;0.00;4.22
05/08/2017;16:30;0.00;2.79;10.50;0.10;4.78
05/08/2017;16:45;0.00;3.00;10.74;0.80;4.72
05/08/2017;17:00;0.00;2.91;12.26;2.20;4.69
05/08/2017;17:15;0.00;2.89;10.24;0.20;4.59
05/08/2017;17:30;0.00;2.91;9.38;0.00;4.00
05/08/2017;17:45;0.00;2.79;9.62;0.10;4.00
05/08/2017;18:00;0.00;3.00;9.38;0.10;4.00
05/08/2017;18:15;0.00;2.91;10.12;0.00;4.50
05/08/2017;18:30;0.00;3.00;9.88;0.10;4.50
05/08/2017;18:45;0.00;2.80;8.38;0.00;3.00
05/08/2017;19:00;0.00;2.79;8.37;0.20;2.91
05/08/2017;19:15;0.00;3.00;8.50;0.10;3.09
05/08/2017;19:30;0.00;2.80;10.37;0.00;4.91
05/08/2017;19:45;0.00;2.91;10.13;0.10;4.59
05/08/2017;20:00;0.00;2.79;9.13;0.10;4.31
05/08/2017;20:15;0.00;2.91;9.87;0.00;4.41
05/08/2017;20:30;0.00;2.89;9.63;0.00;4.28
05/08/2017;20:45;0.00;2.91;9.87;0.20;4.22
05/08/2017;21:00;0.00;3.09;10.13;0.10;4.19
05/08/2017;21:15;0.00;3.20;10.00;0.00;4.09
05/08/2017;21:30;0.00;3.30;10.00;0.10;4.22
05/08/2017;21:45;0.00;1.41;8.00;0.00;3.78
05/08/2017;22:00;0.00;0.50;6.00;0.00;3.00
05/08/2017;22:15;0.00;0.29;6.00;0.00;3.41
05/08/2017;22:30;0.00;0.21;6.50;0.00;4.00
05/08/2017;22:45;0.00;0.09;6.00;0.00;3.59
05/08/2017;23:00;0.00;0.20;7.00;0.10;4.31
05/08/2017;23:15;0.00;0.50;6.50;0.00;3.91
05/08/2017;23:30;0.00;0.30;6.37;0.00;3.78
05/08/2017;23:45;0.00;0.41;5.25;0.00;2.81
06/08/2017;0:00;0.00;0.29;4.88;0.00;2.50
06/08/2017;0:15;0.00;0.30;5.12;0.00;2.91
06/08/2017;0:30;0.00;0.20;6.62;0.00;4.00
06/08/2017;0:45;0.00;0.50;6.13;0.00;3.59
06/08/2017;1:00;0.00;0.00;5.75;0.00;3.19
06/08/2017;1:15;0.00;0.00;5.62;0.00;3.50
06/08/2017;1:30;0.00;0.00;5.76;0.00;3.50
06/08/2017;1:45;0.00;0.00;5.87;0.00;3.81
06/08/2017;2:00;0.00;0.00;5.87;0.00;3.60
06/08/2017;2:15;0.00;0.00;5.76;0.00;3.59
06/08/2017;2:30;0.00;0.00;6.00;0.00;4.00
06/08/2017;2:45;0.00;0.00;6.00;0.00;3.50
06/08/2017;3:00;0.00;0.00;5.50;0.00;3.41
06/08/2017;3:15;0.00;0.00;5.24;0.00;3.09
06/08/2017;3:30;0.00;0.00;4.76;0.00;2.50
06/08/2017;3:45;0.00;0.00;5.24;0.00;3.31
06/08/2017;4:00;0.00;0.00;5.26;0.00;3.41
06/08/2017;4:15;0.00;0.00;5.62;0.00;3.59
06/08/2017;4:30;0.00;0.00;5.50;0.00;3.41
06/08/2017;4:45;0.00;0.00;5.88;0.00;3.59
06/08/2017;5:00;0.00;0.00;5.00;0.00;3.00
06/08/2017;5:15;0.00;0.00;4.24;0.00;2.10
06/08/2017;5:30;0.00;0.00;4.76;0.00;2.59
06/08/2017;5:45;0.00;0.00;4.74;0.00;2.72
06/08/2017;6:00;0.00;0.00;5.88;0.00;3.69
06/08/2017;6:15;0.00;0.00;5.75;0.20;3.59
06/08/2017;6:30;0.00;0.00;5.63;0.00;3.50
06/08/2017;6:45;0.00;0.00;5.37;0.00;3.31
06/08/2017;7:00;0.00;0.00;5.13;0.00;3.00
06/08/2017;7:15;0.00;0.00;5.24;0.00;3.19
06/08/2017;7:30;0.00;0.00;5.13;0.00;3.00
06/08/2017;7:45;0.00;0.00;4.63;0.00;2.50
06/08/2017;8:00;0.00;0.00;5.00;0.00;3.22
06/08/2017;8:15;0.00;0.00;4.87;0.00;3.00
06/08/2017;8:30;0.00;0.00;5.37;0.00;3.28
06/08/2017;8:45;0.00;0.00;5.38;0.00;3.22
06/08/2017;9:00;0.00;0.00;5.50;0.00;3.50
06/08/2017;9:15;0.00;0.00;5.50;0.00;3.50
06/08/2017;9:30;0.00;0.00;5.38;0.00;3.19
06/08/2017;9:45;0.00;0.00;5.24;0.10;3.09
06/08/2017;10:00;0.00;0.00;5.13;0.00;3.00
06/08/2017;10:15;0.00;0.00;5.50;0.00;3.50
06/08/2017;10:30;0.00;0.00;5.75;0.00;3.81
06/08/2017;10:45;0.00;0.00;5.75;0.00;3.60
06/08/2017;11:00;0.00;0.00;4.87;0.00;2.81
06/08/2017;11:15;0.00;0.00;4.50;0.00;2.50
06/08/2017;11:30;0.00;0.00;4.38;0.00;2.28
06/08/2017;11:45;0.00;0.00;5.75;0.00;3.50
06/08/2017;12:00;0.00;0.00;5.13;0.00;3.50
06/08/2017;12:15;0.00;0.00;5.50;0.00;3.50
06/08/2017;12:30;0.00;0.00;5.87;0.00;3.81
06/08/2017;12:45;0.00;0.00;5.13;0.00;3.00
06/08/2017;13:00;0.00;0.00;5.00;0.00;2.91
06/08/2017;13:15;0.00;0.00;5.00;0.00;3.09
06/08/2017;13:30;0.00;0.00;6.00;0.00;3.69
06/08/2017;13:45;0.00;0.00;5.62;0.00;3.50
06/08/2017;14:00;0.00;0.00;5.62;0.00;3.50
06/08/2017;14:15;0.00;0.00;5.88;0.00;3.91
06/08/2017;14:30;0.00;0.00;5.88;0.00;3.90
06/08/2017;14:45;0.00;0.00;6.00;0.10;3.91
06/08/2017;15:00;0.00;0.00;5.87;0.00;3.69
06/08/2017;15:15;0.00;0.00;5.87;0.00;3.90
06/08/2017;15:30;0.00;0.00;5.63;0.00;3.60
06/08/2017;15:45;0.00;0.00;5.13;0.00;3.09
06/08/2017;16:00;0.00;0.00;5.37;0.00;3.41
06/08/2017;16:15;0.00;0.00;5.63;0.00;3.59
06/08/2017;16:30;0.00;0.00;6.00;0.00;3.91
06/08/2017;16:45;0.00;0.00;5.62;0.00;3.59
06/08/2017;17:00;0.00;0.00;5.88;0.00;3.91
06/08/2017;17:15;0.00;0.00;5.50;0.00;3.31
06/08/2017;17:30;0.00;0.00;5.00;0.00;2.78
06/08/2017;17:45;0.00;0.00;5.00;0.00;3.00
06/08/2017;18:00;0.00;0.00;5.37;0.00;3.31
06/08/2017;18:15;0.00;0.00;6.00;0.10;3.69
06/08/2017;18:30;0.00;0.00;6.25;0.00;4.31
06/08/2017;18:45;0.00;0.00;5.75;0.00;3.60
06/08/2017;19:00;0.00;0.00;5.63;0.00;3.40
06/08/2017;19:15;0.00;0.00;6.12;0.00;4.10
06/08/2017;19:30;0.00;0.00;6.00;0.00;4.00
06/08/2017;19:45;0.00;0.00;5.88;0.00;3.81
06/08/2017;20:00;0.00;0.00;6.00;0.00;3.78
06/08/2017;20:15;0.00;0.00;5.50;0.00;3.81
06/08/2017;20:30;0.00;0.00;6.00;0.00;3.69
06/08/2017;20:45;0.00;0.00;5.62;0.00;3.72
06/08/2017;21:00;0.00;0.00;5.50;0.00;3.50
06/08/2017;21:15;0.00;0.00;5.62;0.00;3.59
06/08/2017;21:30;0.00;0.00;5.63;0.00;3.19
06/08/2017;21:45;0.00;0.00;5.13;0.00;3.22
06/08/2017;22:00;0.00;0.00;5.24;0.00;3.09
06/08/2017;22:15;0.00;0.00;5.63;0.00;3.50
06/08/2017;22:30;0.00;0.00;5.63;0.00;3.60
06/08/2017;22:45;0.00;0.21;5.50;0.00;3.40
06/08/2017;23:00;0.00;0.29;5.87;0.00;3.41
06/08/2017;23:15;0.00;0.41;5.63;0.00;3.19
06/08/2017;23:30;0.00;0.30;4.87;0.00;2.50
06/08/2017;23:45;0.00;0.29;5.13;0.00;2.59
07/08/2017;0:00;0.00;0.41;5.50;0.00;3.31
07/08/2017;0:15;0.00;0.30;5.74;0.00;3.60
07/08/2017;0:30;0.00;0.29;5.88;0.00;3.50
07/08/2017;0:45;0.00;0.41;5.38;0.00;3.00
07/08/2017;1:00;0.00;0.09;5.37;0.00;3.09
07/08/2017;1:15;0.00;0.00;5.63;0.00;3.50
07/08/2017;1:30;0.00;0.00;5.50;0.00;3.41
07/08/2017;1:45;0.00;0.00;5.50;0.00;3.50
07/08/2017;2:00;0.00;0.00;5.00;0.00;3.00
07/08/2017;2:15;0.00;0.00;5.50;0.00;3.40
07/08/2017;2:30;0.00;0.00;5.50;0.00;3.60
07/08/2017;2:45;0.00;0.00;6.00;0.20;3.59
07/08/2017;3:00;0.00;0.00;5.50;0.00;3.50
07/08/2017;3:15;0.00;0.00;5.24;0.00;3.31
07/08/2017;3:30;0.00;0.00;4.50;0.00;2.60
07/08/2017;3:45;0.00;0.00;4.38;0.00;2.40
07/08/2017;4:00;0.00;0.00;4.88;0.00;3.00
07/08/2017;4:15;0.00;0.00;5.50;0.00;3.50
07/08/2017;4:30;0.00;0.00;5.37;0.00;3.19
07/08/2017;4:45;0.00;0.00;5.50;0.00;3.50
07/08/2017;5:00;0.00;0.00;5.13;0.00;3.22
07/08/2017;5:15;0.00;0.00;4.74;0.00;2.59
07/08/2017;5:30;0.00;0.00;4.26;0.00;2.10
07/08/2017;5:45;0.00;0.00;4.12;0.00;2.09
07/08/2017;6:00;0.00;0.00;5.50;0.10;3.50
07/08/2017;6:15;0.00;0.30;6.00;0.20;3.41
07/08/2017;6:30;0.00;0.70;8.00;1.70;3.40
07/08/2017;6:45;0.00;0.91;10.62;4.70;3.10
07/08/2017;7:00;0.00;0.80;7.76;1.50;3.09
07/08/2017;7:15;0.00;0.79;7.00;0.10;3.81
07/08/2017;7:30;0.00;0.80;6.24;0.00;3.19
07/08/2017;7:45;0.00;0.70;6.26;0.20;3.00
07/08/2017;8:00;0.00;0.91;6.24;0.20;3.81
07/08/2017;8:15;0.00;0.59;6.38;0.10;3.19
07/08/2017;8:30;0.00;1.00;6.38;0.00;3.31
07/08/2017;8:45;0.00;0.71;6.37;0.20;3.19
07/08/2017;9:00;0.00;0.79;7.63;1.20;3.50
07/08/2017;9:15;0.00;1.21;7.74;0.60;3.72
07/08/2017;9:30;0.00;2.79;8.76;0.50;3.28
07/08/2017;9:45;0.00;3.00;9.00;0.50;3.22
07/08/2017;10:00;0.00;2.80;8.62;0.50;3.09
07/08/2017;10:15;0.00;3.00;9.75;0.50;4.00
07/08/2017;10:30;0.00;2.91;9.75;0.70;3.91
07/08/2017;10:45;0.00;2.79;11.38;2.30;3.78
07/08/2017;11:00;0.00;3.00;9.87;0.90;3.81
07/08/2017;11:15;0.00;2.91;8.25;0.10;2.91
07/08/2017;11:30;0.00;2.89;8.12;0.20;2.69
07/08/2017;11:45;0.00;2.91;8.26;0.10;2.90
07/08/2017;12:00;0.00;2.79;9.00;0.20;4.10
07/08/2017;12:15;0.00;2.91;9.50;0.00;4.09
07/08/2017;12:30;0.00;3.00;9.37;0.20;3.91
07/08/2017;12:45;0.00;2.89;9.37;0.10;3.90
07/08/2017;13:00;0.00;2.91;9.50;0.10;3.91
07/08/2017;13:15;0.00;2.79;9.63;0.10;4.09
07/08/2017;13:30;0.00;3.00;9.63;0.20;4.10
07/08/2017;13:45;0.00;3.00;9.87;0.10;4.40
07/08/2017;14:00;0.00;2.91;10.13;0.20;4.60
07/08/2017;14:15;0.00;3.00;10.00;0.00;4.59
07/08/2017;14:30;0.00;2.89;11.50;1.80;4.41
07/08/2017;14:45;0.00;2.91;11.50;1.50;4.59
07/08/2017;15:00;0.00;2.79;10.00;0.10;4.50
07/08/2017;15:15;0.00;3.00;10.12;0.10;4.72
07/08/2017;15:30;0.00;2.91;9.62;0.20;4.09
07/08/2017;15:45;0.00;3.00;9.13;0.10;3.60
07/08/2017;16:00;0.00;3.00;8.75;0.10;3.81
07/08/2017;16:15;0.00;2.89;9.38;0.10;3.78
07/08/2017;16:30;0.00;2.91;9.12;0.20;3.50
07/08/2017;16:45;0.00;2.79;9.38;0.10;4.00
07/08/2017;17:00;0.00;3.00;10.74;0.20;5.22
07/08/2017;17:15;0.00;3.00;10.63;0.00;5.09
07/08/2017;17:30;0.00;2.91;10.37;0.20;5.00
07/08/2017;17:45;0.00;2.89;10.50;0.10;4.91
07/08/2017;18:00;0.00;2.91;10.00;0.10;4.50
07/08/2017;18:15;0.00;2.79;9.76;0.10;4.28
07/08/2017;18:30;0.00;3.00;9.24;0.00;3.91
07/08/2017;18:45;0.00;2.91;9.50;0.20;4.00
07/08/2017;19:00;0.00;2.89;10.00;0.10;4.50
07/08/2017;19:15;0.00;2.91;10.26;0.00;4.81
07/08/2017;19:30;0.00;2.79;9.62;0.10;4.28
07/08/2017;19:45;0.00;3.00;10.38;0.10;4.81
07/08/2017;20:00;0.00;3.00;9.50;0.00;4.41
07/08/2017;20:15;0.00;2.91;9.74;0.00;4.28
07/08/2017;20:30;0.00;2.89;9.88;0.20;4.22
07/08/2017;20:45;0.00;2.91;8.88;0.10;3.28
07/08/2017;21:00;0.00;3.09;9.00;0.00;3.31
07/08/2017;21:15;0.00;3.20;9.50;0.10;3.69
07/08/2017;21:30;0.00;3.21;10.00;0.10;4.22
07/08/2017;21:45;0.00;1.50;8.00;0.00;3.78
07/08/2017;22:00;0.00;0.29;7.12;0.00;4.31
07/08/2017;22:15;0.00;0.50;6.88;0.00;4.19
07/08/2017;22:30;0.00;0.00;6.62;0.00;4.22
07/08/2017;22:45;0.00;0.21;5.75;0.00;3.28
07/08/2017;23:00;0.00;0.29;6.00;0.00;3.50
07/08/2017;23:15;0.00;0.30;6.13;0.00;3.72
07/08/2017;23:30;0.00;0.41;6.50;0.00;3.78
07/08/2017;23:45;0.00;0.29;6.50;0.20;3.91
08/08/2017;0:00;0.00;0.30;5.87;0.00;3.59
08/08/2017;0:15;0.00;0.41;6.25;0.00;4.22
08/08/2017;0:30;0.00;0.29;6.38;0.00;3.69
08/08/2017;0:45;0.00;0.30;5.74;0.00;3.31
08/08/2017;1:00;0.00;0.20;6.00;0.00;3.59
08/08/2017;1:15;0.00;0.00;5.76;0.00;3.60
08/08/2017;1:30;0.00;0.00;4.50;0.00;2.40
08/08/2017;1:45;0.00;0.00;5.00;0.00;2.69
08/08/2017;2:00;0.00;0.00;5.00;0.00;2.91
08/08/2017;2:15;0.00;0.00;5.87;0.00;3.59
08/08/2017;2:30;0.00;0.00;5.75;0.00;3.72
08/08/2017;2:45;0.00;0.00;5.75;0.00;3.59
08/08/2017;3:00;0.00;0.00;6.00;0.00;3.69
08/08/2017;3:15;0.00;0.00;5.50;0.00;3.50
08/08/2017;3:30;0.00;0.00;5.25;0.10;3.22
08/08/2017;3:45;0.00;0.00;5.00;0.00;2.78
08/08/2017;4:00;0.00;0.00;5.38;0.00;3.41
08/08/2017;4:15;0.00;0.00;5.24;0.00;3.40
08/08/2017;4:30;0.00;0.00;6.00;0.00;3.91
08/08/2017;4:45;0.00;0.00;5.76;0.00;3.59
08/08/2017;5:00;0.00;0.00;5.87;0.00;3.60
08/08/2017;5:15;0.00;0.00;5.37;0.00;3.50
08/08/2017;5:30;0.00;0.00;5.76;0.00;3.50
08/08/2017;5:45;0.00;0.00;5.24;0.00;3.09
08/08/2017;6:00;0.00;0.00;5.38;0.00;3.41
08/08/2017;6:15;0.00;0.21;6.12;0.20;3.31
08/08/2017;6:30;0.00;0.79;6.38;1.30;2.28
08/08/2017;6:45;0.00;0.80;9.25;4.40;1.81
08/08/2017;7:00;0.00;0.70;7.87;2.30;2.50
08/08/2017;7:15;0.00;0.80;6.88;0.00;3.69
08/08/2017;7:30;0.00;0.70;6.38;0.30;3.31
08/08/2017;7:45;0.00;0.91;6.12;0.10;2.91
08/08/2017;8:00;0.00;0.59;6.50;0.10;3.69
08/08/2017;8:15;0.00;0.91;6.88;0.00;3.81
08/08/2017;8:30;0.00;0.80;6.74;0.30;3.69
08/08/2017;8:45;0.00;0.70;6.76;0.10;3.59
08/08/2017;9:00;0.00;0.80;6.50;0.10;3.31
08/08/2017;9:15;0.00;1.09;6.50;0.20;3.00
08/08/2017;9:30;0.00;3.00;8.50;0.10;3.00
08/08/2017;9:45;0.00;2.91;8.87;0.10;3.60
08/08/2017;10:00;0.00;2.79;9.63;0.50;3.90
08/08/2017;10:15;0.00;3.00;10.00;1.10;3.69
08/08/2017;10:30;0.00;2.91;9.37;0.50;3.50
08/08/2017;10:45;0.00;2.89;9.87;1.00;3.81
08/08/2017;11:00;0.00;2.91;9.76;1.00;3.60
08/08/2017;11:15;0.00;2.79;10.37;1.40;3.81
08/08/2017;11:30;0.00;3.00;9.63;1.10;3.28
08/08/2017;11:45;0.00;2.91;11.12;3.20;2.81
08/08/2017;12:00;0.00;2.89;8.75;1.20;2.60
08/08/2017;12:15;0.00;2.91;10.00;1.30;3.50
08/08/2017;12:30;0.00;2.79;10.00;1.10;3.59
08/08/2017;12:45;0.00;3.00;9.63;0.90;3.41
08/08/2017;13:00;0.00;2.80;10.00;0.30;4.09
08/08/2017;13:15;0.00;2.91;9.50;0.20;4.41
08/08/2017;13:30;0.00;2.79;9.37;0.10;3.81
08/08/2017;13:45;0.00;3.00;9.50;0.10;4.09
08/08/2017;14:00;0.00;2.91;9.13;0.10;3.60
08/08/2017;14:15;0.00;3.00;9.24;0.20;3.59
08/08/2017;14:30;0.00;2.89;11.26;2.50;3.50
08/08/2017;14:45;0.00;2.91;9.74;0.80;3.81
08/08/2017;15:00;0.00;2.79;9.26;0.00;3.69
08/08/2017;15:15;0.00;3.00;9.00;0.20;3.81
08/08/2017;15:30;0.00;2.80;9.00;0.00;3.60
08/08/2017;15:45;0.00;2.91;9.00;0.10;3.59
08/08/2017;16:00;0.00;2.79;8.87;0.10;4.22
08/08/2017;16:15;0.00;2.91;9.13;0.00;4.00
08/08/2017;16:30;0.00;2.89;9.24;0.10;3.78
08/08/2017;16:45;0.00;2.70;8.38;0.00;3.00
08/08/2017;17:00;0.00;3.00;8.00;0.00;2.81
08/08/2017;17:15;0.00;2.91;8.38;0.20;2.91
08/08/2017;17:30;0.00;2.80;9.24;0.10;3.78
08/08/2017;17:45;0.00;2.79;9.38;0.10;4.22
08/08/2017;18:00;0.00;2.91;9.38;0.00;3.78
08/08/2017;18:15;0.00;2.80;8.87;0.10;3.72
08/08/2017;18:30;0.00;2.79;8.75;0.00;3.50
08/08/2017;18:45;0.00;3.00;8.88;0.30;3.19
08/08/2017;19:00;0.00;3.00;11.62;2.20;3.90
08/08/2017;19:15;0.00;2.91;9.38;0.40;3.60
08/08/2017;19:30;0.00;2.89;8.74;0.10;3.31
08/08/2017;19:45;0.00;2.91;8.63;0.00;3.19
08/08/2017;20:00;0.00;2.79;11.00;2.20;4.09
08/08/2017;20:15;0.00;3.00;9.63;0.30;4.00
08/08/2017;20:30;0.00;2.80;9.00;0.20;3.72
08/08/2017;20:45;0.00;2.91;9.24;0.10;3.78
08/08/2017;21:00;0.00;3.20;9.38;0.00;3.72
08/08/2017;21:15;0.00;3.09;9.38;0.10;3.59
08/08/2017;21:30;0.00;3.41;9.00;0.10;3.19
08/08/2017;21:45;0.00;1.39;7.12;0.00;3.00
08/08/2017;22:00;0.00;0.50;5.50;0.00;3.00
08/08/2017;22:15;0.00;0.20;5.00;0.00;2.50
08/08/2017;22:30;0.00;0.21;4.88;0.00;2.41
08/08/2017;22:45;0.00;0.09;5.50;0.00;3.31
08/08/2017;23:00;0.00;0.20;6.00;0.00;3.50
08/08/2017;23:15;0.00;0.50;5.50;0.00;3.09
08/08/2017;23:30;0.00;0.30;5.74;0.00;3.50
08/08/2017;23:45;0.00;0.20;6.00;0.20;3.50
09/08/2017;0:00;0.00;0.41;5.76;0.00;3.41
09/08/2017;0:15;0.00;0.39;5.00;0.00;2.78
09/08/2017;0:30;0.00;0.20;5.00;0.00;2.50
09/08/2017;0:45;0.00;0.41;5.00;0.00;2.50
09/08/2017;1:00;0.00;0.09;5.37;0.00;3.31
09/08/2017;1:15;0.00;0.00;5.37;0.00;3.19
09/08/2017;1:30;0.00;0.00;5.38;0.00;3.41
09/08/2017;1:45;0.00;0.00;5.38;0.00;3.09
09/08/2017;2:00;0.00;0.00;5.50;0.00;3.31
09/08/2017;2:15;0.00;0.00;5.00;0.00;2.91
09/08/2017;2:30;0.00;0.00;5.37;0.00;3.19
09/08/2017;2:45;0.00;0.00;4.75;0.00;2.59
09/08/2017;3:00;0.00;0.00;5.25;0.00;3.00
09/08/2017;3:15;0.00;0.00;4.87;0.10;2.91
09/08/2017;3:30;0.00;0.00;4.63;0.00;2.59
09/08/2017;3:45;0.00;0.00;4.63;0.00;2.50
09/08/2017;4:00;0.00;0.00;4.12;0.00;2.41
09/08/2017;4:15;0.00;0.00;4.12;0.00;2.31
09/08/2017;4:30;0.00;0.00;4.63;0.00;2.50
09/08/2017;4:45;0.00;0.00;5.13;0.00;3.09
09/08/2017;5:00;0.00;0.00;5.12;0.00;3.10
09/08/2017;5:15;0.00;0.00;4.88;0.00;2.90
09/08/2017;5:30;0.00;0.00;4.87;0.00;2.60
09/08/2017;5:45;0.00;0.00;4.75;0.00;2.81
09/08/2017;6:00;0.00;0.00;4.50;0.00;2.59
09/08/2017;6:15;0.00;0.00;4.75;0.00;2.60
09/08/2017;6:30;0.00;0.41;5.50;0.50;2.59
09/08/2017;6:45;0.00;0.80;6.87;1.00;3.00
09/08/2017;7:00;0.00;0.79;11.00;4.70;3.41
09/08/2017;7:15;0.00;0.91;8.00;1.90;3.09
09/08/2017;7:30;0.00;0.80;6.26;0.50;2.81
09/08/2017;7:45;0.00;0.79;6.12;0.40;2.91
09/08/2017;8:00;0.00;0.71;6.50;0.20;3.28
09/08/2017;8:15;0.00;0.79;6.62;0.50;3.41
09/08/2017;8:30;0.00;0.71;7.38;1.20;3.31
09/08/2017;8:45;0.00;0.79;7.38;1.10;3.19
09/08/2017;9:00;0.00;0.80;7.37;1.20;3.31
09/08/2017;9:15;0.00;1.20;6.63;0.30;3.00
09/08/2017;9:30;0.00;2.91;8.00;0.20;2.69
09/08/2017;9:45;0.00;2.89;8.24;0.20;2.81
09/08/2017;10:00;0.00;2.91;8.26;0.10;3.00
09/08/2017;10:15;0.00;2.79;7.62;0.10;2.28
09/08/2017;10:30;0.00;3.00;7.88;0.10;2.50
09/08/2017;10:45;0.00;2.91;9.24;0.50;3.50
09/08/2017;11:00;0.00;2.89;10.00;1.50;3.41
09/08/2017;11:15;0.00;2.91;9.13;0.20;3.59
09/08/2017;11:30;0.00;2.79;8.87;0.10;3.81
09/08/2017;11:45;0.00;3.00;8.88;0.20;3.50
09/08/2017;12:00;0.00;2.91;8.50;0.00;3.60
09/08/2017;12:15;0.00;2.89;8.62;0.20;3.09
09/08/2017;12:30;0.00;2.91;8.50;0.20;3.22
09/08/2017;12:45;0.00;2.79;8.88;0.10;3.59
09/08/2017;13:00;0.00;2.91;9.75;1.00;3.50
09/08/2017;13:15;0.00;2.89;11.00;2.50;3.19
09/08/2017;13:30;0.00;2.91;9.37;0.50;3.91
09/08/2017;13:45;0.00;2.79;8.76;0.00;3.40
09/08/2017;14:00;0.00;3.00;8.87;0.00;3.50
09/08/2017;14:15;0.00;2.91;8.63;0.20;3.50
09/08/2017;14:30;0.00;2.89;8.87;0.10;3.50
09/08/2017;14:45;0.00;2.70;8.87;0.00;3.60
09/08/2017;15:00;0.00;3.00;8.88;0.10;3.59
09/08/2017;15:15;0.00;3.00;7.88;0.10;2.50
09/08/2017;15:30;0.00;2.80;7.00;0.00;2.00
09/08/2017;15:45;0.00;2.91;7.62;0.20;2.31
09/08/2017;16:00;0.00;2.79;8.38;0.00;3.60
09/08/2017;16:15;0.00;2.91;9.37;0.10;3.90
09/08/2017;16:30;0.00;2.89;8.63;0.10;3.41
09/08/2017;16:45;0.00;2.91;8.74;0.00;3.50
09/08/2017;17:00;0.00;2.79;9.13;0.10;3.78
09/08/2017;17:15;0.00;2.91;8.75;0.00;3.50
09/08/2017;17:30;0.00;2.89;8.88;0.20;3.50
09/08/2017;17:45;0.00;2.91;8.87;0.00;3.50
09/08/2017;18:00;0.00;2.79;9.00;0.10;3.81
09/08/2017;18:15;0.00;3.00;8.50;0.10;3.19
09/08/2017;18:30;0.00;2.91;8.37;0.00;3.00
09/08/2017;18:45;0.00;2.89;8.76;0.10;3.50
09/08/2017;19:00;0.00;2.91;9.00;0.00;3.72
09/08/2017;19:15;0.00;2.79;9.12;0.20;3.78
09/08/2017;19:30;0.00;3.00;9.12;0.10;3.72
09/08/2017;19:45;0.00;2.91;8.88;0.00;3.78
09/08/2017;20:00;0.00;2.89;8.25;0.10;3.22
09/08/2017;20:15;0.00;2.91;8.87;0.10;3.28
09/08/2017;20:30;0.00;2.79;8.00;0.00;2.72
09/08/2017;20:45;0.00;3.00;7.26;0.00;2.00
09/08/2017;21:00;0.00;3.30;7.87;0.20;2.00
09/08/2017;21:15;0.00;3.20;8.75;0.00;3.19
09/08/2017;21:30;0.00;3.21;9.00;0.10;3.31
09/08/2017;21:45;0.00;1.29;7.25;0.10;3.50
09/08/2017;22:00;0.00;1.21;7.00;0.10;3.50
09/08/2017;22:15;0.00;1.09;6.50;0.00;3.19
09/08/2017;22:30;0.00;0.70;6.50;0.00;3.40
09/08/2017;22:45;0.00;0.21;5.50;0.00;3.19
09/08/2017;23:00;0.00;0.29;5.63;0.00;3.50
09/08/2017;23:15;0.00;0.41;5.74;0.00;3.22
09/08/2017;23:30;0.00;0.30;5.26;0.00;2.78
09/08/2017;23:45;0.00;0.29;5.50;0.00;3.41
10/08/2017;0:00;0.00;0.41;5.37;0.00;3.00
10/08/2017;0:15;0.00;0.30;4.87;0.00;2.59
10/08/2017;0:30;0.00;0.29;5.26;0.00;2.91
10/08/2017;0:45;0.00;0.41;5.50;0.00;3.09
10/08/2017;1:00;0.00;0.09;5.50;0.00;3.22
10/08/2017;1:15;0.00;0.00;5.00;0.00;2.78
10/08/2017;1:30;0.00;0.00;4.87;0.00;2.91
10/08/2017;1:45;0.00;0.00;4.37;0.00;2.31
10/08/2017;2:00;0.00;0.00;3.88;0.00;1.78
10/08/2017;2:15;0.00;0.00;4.25;0.00;2.00
10/08/2017;2:30;0.00;0.00;5.25;0.00;3.41
10/08/2017;2:45;0.00;0.00;5.25;0.00;3.09
10/08/2017;3:00;0.00;0.00;5.13;0.00;3.00
10/08/2017;3:15;0.00;0.00;4.62;0.00;2.72
10/08/2017;3:30;0.00;0.00;5.00;0.00;2.78
10/08/2017;3:45;0.00;0.00;4.88;0.00;2.91
10/08/2017;4:00;0.00;0.00;4.74;0.00;2.90
10/08/2017;4:15;0.00;0.00;5.00;0.00;3.19
10/08/2017;4:30;0.00;0.00;5.13;0.20;2.91
